File Name,Extracted Data
2133.pdf,"To accurately extract the required fields from an invoice, I would need the actual document. Could you please provide the invoice?"
2201025120.pdf,"To extract the requested fields from the invoice, please upload the document or provide the relevant text from the invoice."
4124.pdf,"To extract the requested fields from the invoice, I would need to see the document or have the information provided in a structured format. Could you please provide the invoice or relevant information?"
4192.pdf,"To accurately extract the fields from the invoice, please provide a sample invoice document."
CH245225.pdf,"Invoice Number: 245225
Invoice Date: 2021-12-16T12:11:43
Part Number: 151W0209-1
Description: SUPPORT
Quantity: 3.00
Unit of Measure: PZA
Cost: 64.9400
Weight: N/A (not provided in the given XML)
Country of Origin: USA
Supplier: SPIRIT AEROSYSTEMS INCORPORATED I'm sorry, but it seems like the provided text is incomplete and does not contain the necessary information to extract the fields you mentioned. Please provide a complete invoice document or a more accurate sample that includes the required fields."
CH246622.pdf,"Invoice Number: 246622
Invoice Date: 2021-12-23T14:48:30
Part Number: 315A2708-48
Description: BRACKET
Quantity: 15.00
Unit of Measure: PZA
Cost: 7.3100
Weight: N/A (not provided in the invoice)
Country of Origin: USA
Supplier: TIGHITCO LATINOAMERICA S.A. DE C.V. Invoice Number: N/A
Invoice Date: N/A
Part Number: 315A2708-48
Description: N/A
Quantity: 15
Unit of Measure: 06
Cost: 7.31
Weight: N/A
Country of Origin: USA
Supplier: ORIZON AEROSTRUCTURES-CHANUTE, INC."
CH246623.pdf,"Invoice Number: 246623
Invoice Date: 2021-12-23
Part Number: 315A2708-48
Description: BRACKET
Quantity: 15.00
Unit of Measure: PZA
Cost: 7.3100
Weight: N/A
Country of Origin: USA
Supplier: TIGHITCO LATINOAMERICA S.A. DE C.V. Invoice Number: N/A
Invoice Date: N/A
Part Number: 315A2708-48
Description: N/A
Quantity: 15
Unit of Measure: 06
Cost: $7.31
Weight: N/A
Country of Origin: USA
Supplier: ORIZON AEROSTRUCTURES-CHANUTE, INC."
CH246624.pdf,"Invoice Number: 246624
Invoice Date: 2021-12-23
Part Number: 315A2708-48
Description: BRACKET
Quantity: 15.00
Unit of Measure: PZA
Cost: 7.3100
Weight: Not mentioned in the provided document
Country of Origin: USA
Supplier: ORIZON AEROSTRUCTURE CHANUTE INC Invoice Number: N/A (Invoice number is not provided in the given text)
Invoice Date: 2021-12-23
Part Number: 315A2708-48
Description: N/A (Description is not provided in the given text)
Quantity: 15
Unit of Measure: 06
Cost: 7.31
Weight: N/A (Weight is not provided in the given text)
Country of Origin: USA
Supplier: ORIZON AEROSTRUCTURES-CHANUTE, INC."
CH246625.pdf,"Invoice Number: 246625
Invoice Date: 2021-12-23
Part Number: 315A2708-48
Description: BRACKET
Quantity: 15.00
Unit of Measure: PZA
Cost: 7.3100
Weight: N/A (Not provided in the invoice)
Country of Origin: USA
Supplier: TIGHITCO LATINOAMERICA S.A. DE C.V.
 Based on the provided information, I cannot see the invoice fields you mentioned (Invoice Number, Invoice Date, Part Number, Description, Quantity, Unit of Measure, Cost, Weight, Country of Origin, Supplier). Can you please provide the complete invoice or more information about where these fields are located in the document?"
DOCUMENTOS PTO 2002927_1 (1).pdf,"Invoice Number: M2M-2552-2021
Invoice Date: 12/22/2021
Part Number: MNO2-LTE-M-V3
Description: COMUNICADOR DUAL
Quantity: 1000
Unit of Measure: units
Cost: $85.90
Weight: N/A (not provided in the document)
Country of Origin: BG (Bulgaria)
Supplier: Sistemas y Servicios de Comunicacion, S.A. de C.V."
DOCUMENTOS PTO 2002927_1.pdf,"Invoice Number: M2M-2552-2021
Invoice Date: 12/22/2021
Part Number: MNO2-LTE-M-V3
Description: Comunicador Dual
Quantity: 1000 units
Unit of Measure: N/A (not specified)
Cost: USD 85.90 per unit
Weight: N/A (not specified)
Country of Origin: Bulgaria
Supplier: Sistcm y ¶ervicj de ujjcacjó.A. DL C\!

Note: The fields ""Unit of Measure"" and ""Weight"" are not provided in the given invoice."
DOCUMENTOS PTO 2002930_1.pdf,"Invoice Number: M2M-2567-2021
Invoice Date: 12/29/2021
Part Number: MNO2-LTE-M-V3 (3 ft. antenna included)
Description: 
Quantity: 1000
Unit of Measure: units
Cost: $85.90
Weight: 
Country of Origin: BG
Supplier: Residence Control Ltd"
DOCUMENTOS PTO 2002931 (FACTURAS).pdf,"Invoice Number: f,210908130 & 021 0925001
Invoice Date: 23lSepl21
Part Number: 
1. Model: XMRDOME1080
2. Model: XMRCASE4Ol
3. Model: XMRCP4TRANS
4. Model: XMRLAN
5. Model: XMR401NAHDS
6. Model: XMR401NAHDS
7. Model: XMRREADER
8. Model: XMRFATIGAKIT
Description: 
1. New chipset solution-Mini dome camera, 1.080P, NTSC, with audio, with lR, 2.8mm lens
2. CASE COMPATIBLE C/MODELOS XMR4OlHDS, XMR
3. CP4 transfer cable
4. 6PlN aviation Female to RJ45 Female cable
5. X1N-G MH0401+G PS+4G(EC25-AU)
6. X1N-G M H0401+G PS+4G(EC25-AU)
7. HDD READER (3.0)
8. AD Kit ( l,.L ) driver support su-ite, includ3s R-watch and DSM and ADAS
Quantity: 
1. 1200
2. 200
3. 100
4. 250
5. 500
6. 5
7. 1
8. 1
Unit of Measure: 
1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
Cost: 
1. 24.20
2. 16.50
3. 2.20
4. 2.20
5. 210.00
6. F.O.C
7. 33.00
8. 225.00
Weight: 
Country of Origin: 
Supplier: SISTEMAS Y SERVICIOS DE COMUNICACION, S.A. DE C.V."
DOCUMENTOS PTO 2002934.pdf,"I'm sorry, but I cannot extract the required fields from the text you provided. The information is not structured or formatted in a way that allows me to accurately extract the fields. It would be helpful if you could provide the invoice document in a standardized format or provide a clearer and more organized representation of the information."
E9938235097.pdf,"Invoice Number: E9938235097
Invoice Date: 04/04/2022
Part Number: 912401494857, 912401494858
Description: LAMPARA LED PARA FIJAR AL TECHO O A LA PARED DE ACERO
Quantity: 190.000EA, 253.000EA
Unit of Measure: BULTO
Cost: 58.514, 43.465
Weight: 1,340.388, 1,895.944
Country of Origin: MEX
Supplier: SIGNIFY LUMINARIAS MEXICO, S.A. DE C.V."
E9938240530.pdf,"Here are the extracted fields from the invoice:

Invoice Number: E9938240530
Invoice Date: 04/19/2022
Part Number: 94051004
Description: LAMPARA LED PARA FIJAR AL TECHO O A LA PARED DE ACERO
Quantity: 150.000
Unit of Measure: EA
Cost: 119.897
Weight: 150.000 LBS (Net Weight), 150.000 LBS (Gross Weight)
Country of Origin: MEX
Supplier: SIGNIFY LUMINARIAS MEXICO, S.A. DE C.V."
E9938240840.pdf,"Invoice Number: E9938240840
Invoice Date: 04/20/2022
Part Number: 94051004
Description: LAMPARA LED PARA FIJAR AL TECHO O A LA PARED DE ACERO
Quantity: 5.000 EA
Unit of Measure: BULTO
Cost: 47.507 USD
Weight: 10.000 LBS
Country of Origin: MEX
Supplier: SIGNIFY LUMINARIAS MEXICO, S.A. DE C.V."
E9938241298.pdf,"Invoice Number: E9938241298
Invoice Date: 04/20/2022
Part Number: 94051004
Description: LAMPARA LED PARA FIJAR AL TECHO O A LA PARED DE ACERO
Quantity: 4.000EA
Unit of Measure: BULTO
Cost: 46.263
Weight: 60.000 (Net Weight), 60.000 (Gross Weight)
Country of Origin: MEX
Supplier: SIGNIFY LUMINARIAS MEXICO, S.A. DE C.V."
FLEXTMAR01-22.pdf,"Extracted fields from the invoice:

Invoice Number: FLEXTMAR01-22
Invoice Date: 03/31/2022
Part Number: 442100247090, 442294530291, 442294530291, 442294909761, 442295389591, 442295389591, 442295389631, 442295389631
Description: CABLE ELECTRICO, ARNESES Y CABLES ELECTRICOS, ARNESES Y CABLES ELECTRICOS, CABLE ELECTRICO, ARNESES Y CABLES ELECTRICOS, ARNESES Y CABLES ELECTRICOS, ARNESES Y CABLES ELECTRICOS, ARNESES Y CABLES ELECTRICOS
Quantity: 600.000EA, 1.000EA, 55.000EA, 30.000EA, 100.000EA, 10.000EA, 100.000EA, 10.000EA
Unit of Measure: EA
Cost: 130.615, 0.462, 25.387, 1.723, 54.510, 5.451, 51.146, 5.115
Weight: 130.615 KGS, 0.462 KGS, 25.387 KGS, 1.723 KGS, 54.510 KGS, 5.451 KGS, 51.146 KGS, 5.115 KGS
Country of Origin: MEX
Supplier: SIGNIFY LUMINARIAS MEXICO, S.A. DE C.V., GENLYTE THOMAS GROUP LLC

Note: The extraction is based on the provided information and may not be 100% accurate."
CGT_Invoice.pdf,"I'm sorry, but as an AI assistant, I don't have access to the content you mentioned. However, I can guide you on how to extract information from the invoice using OCR (Optical Character Recognition) tools or invoice processing software.

Here are the steps you can follow to extract the desired fields using OCR tools or invoice processing software:

1. Use OCR software or tools to convert the invoice document into editable text.
2. Open the invoice document in the OCR tool and make sure it recognizes the text accurately.
3. Identify the location of the fields you want to extract, such as the Invoice Number, Invoice Date, Part Number, Description, Quantity, Unit of Measure, Cost, Weight, Country of Origin, and Supplier.
4. Manually copy and save the extracted fields into a spreadsheet or text document.

Alternatively, if you have access to an invoice processing software, follow these steps:

1. Import the invoice document into the invoice processing software.
2. Configure the software to extract the desired fields, such as the Invoice Number, Invoice Date, Part Number, Description, Quantity, Unit of Measure, Cost, Weight, Country of Origin, and Supplier.
3. Run the software to automatically extract the fields from the invoice.
4. Export the extracted fields to a spreadsheet or text document.

Please note that the steps may vary depending on the OCR tool or invoice processing software you are using. It's recommended to refer to the tool's documentation or contact their support for specific instructions."
CNI122021.pdf,"Invoice Number: 2735
Invoice Date: 01/12/2021
Part Number: 3632154-600R, 3632159-503F, 3632159-600R, 3632159-803T, 3900187-TX7, 3968709-600R
Description: VINIL LAMINADO LAMINATED VINYL PINKAD POSEIDEN 3MM, VINIL LAMINADO VN.PINKAD.CORINTHIAN.3MM LT WHEAT 503F, VINIL LAMINADO LAMINATED VINYL 3MM CORINTHIAN, VINIL LAMINADO VN.PINKAD.CORINTHIAN.3MM PLATINUM 803T, VINIL LAMINADO VN. MCKINLEYHD 6MM 1.7 BLACKo 1.50, VINIL LAMINADO LAMINATED VINYL 10MM BLACK
Quantity: 1, 1, 1, 1, 2, 1
Unit of Measure: BULTOS, BULTOS, BULTOS, BULTOS, MTS, MTS
Cost: $175.58, $205.55, $81.76, $465.52, $70.36, $751.15
Weight: 27.390, 130.940, 52.080, 296.540, 44.820, 663.610
Country of Origin: USA, USA, USA, USA, USA, USA
Supplier: SAGE AUTOMOTIVE INTERIORS DE MEXICO S DE RL DE CV I'm sorry, but it seems that the invoice you provided is not properly formatted. Can you please provide the invoice again with clear sections and labels for each field?"
E1012022 (1).pdf,"Invoice Number: 2735
Invoice Date: 01/03/2022
Part Number: 4742249-JG18, 4742249-JP70
Description: TELA 100% POLYESTER LAMINADA CON POLIURETANO, TELA 100% POLIESTER LAMINADA CON POLIURETANO
Quantity: 28.760 MTS, 28.760 MTS
Unit of Measure: MTS
Cost: $69.76, $69.76
Weight: 57.520 KILOS NETOS
Country of Origin: USA, USA
Supplier: SAGE AUTOMOTIVE INTERIORS DE MEXICO S DE RL DE CV I'm sorry, but it seems that the information you've provided is not an invoice. Could you please provide a valid invoice document for me to extract the requested fields?"
FACTURA (1).pdf,"I'm sorry, but as a text-based AI assistant, I'm unable to directly access or extract information from specific documents like invoices. However, I can provide you with a general guideline on how you can manually extract the fields you mentioned from the invoice using any document editing or extraction software:

1. Open the invoice document using a document editing or extraction software.
2. Locate the invoice number on the document. It is usually labeled as ""Invoice Number"" or ""Invoice #"" followed by a specific number. Copy the invoice number.
3. Find the invoice date on the document. Look for labels such as ""Invoice Date"" or ""Date"" followed by a specific date. Copy the invoice date.
4. Search for the part number on the invoice. It is generally labeled as ""Part Number"" or ""Item Number,"" followed by a specific alphanumeric code or number. Copy the part number.
5. Locate the description of the item on the invoice. This is usually provided under ""Description"" or ""Item Description."" Copy the description.
6. Identify the quantity of the item in the invoice. It is typically mentioned under labels like ""Quantity"" or ""Qty."" Copy the quantity.
7. Look for the unit of measure for the item. This is commonly labeled as ""Unit"" or ""UOM."" Copy the unit of measure.
8. Find the cost or price of the item. It may be listed as ""Cost"" or ""Price"" followed by a specific currency symbol and amount. Copy the cost.
9. Identify the weight of the item if applicable. It could be mentioned as ""Weight"" with a specific value unit such as kilograms (kg) or pounds (lbs). Copy the weight.
10. Look for the country of origin for the item. It might be labeled as ""Country of Origin"" or ""Origin"" followed by the respective country name. Copy the country of origin.
11. Find the name of the supplier on the invoice. This can be mentioned as ""Supplier"" or ""Vendor"" followed by the supplier's name. Copy the supplier's name.

Remember, the actual location and labeling of these fields may vary depending on the formatting and content of the invoice. Adjust the instructions accordingly to suit the specific invoice you are working with."
FACTURA (3).pdf,"I am sorry, but I cannot extract information from a document without seeing it. Please provide the document or the relevant information from the invoice for me to proceed with the extraction."
2200190Mexicana.pdf,"Unfortunately, the invoice provided contains a lot of irrelevant and unstructured information, making it difficult to extract the required fields accurately. Could you please provide a clearer and more organized version of the invoice with the relevant details highlighted or separated?"
2200201Mexicana.pdf,"I extracted the following fields from the invoice:

Invoice Number: 2200201
Invoice Date: 04/Feb/2022
Part Number: 109A3130W08K11R, 0085636095, 109A3450W18B4R, 0085636096
Description: ARNES PARA NAVES AEREAS, A, 2 BOXES IN 1 BUNDLE
Quantity: 0.500, 1.000, 0.500, 1.000
Unit of Measure: PZ
Cost: 146.6300, 249.8600, 42.1200, 91.8600
Weight: 1.760 Kgs.
Country of Origin: MX
Supplier: SAFRAN ELECTRICAL & POWER USA, LLC"
2200214Mexicana.pdf,"I can extract the following fields from the invoice:

Invoice Number: 2200214
Invoice Date: 08/Feb/2022
Part Number: 0085636237
Description: ARNES PARA NAVES AEREAS
Quantity: 1.000
Unit of Measure: PZ
Cost: 2,786.7400
Weight: 1.000 Kgs.
Country of Origin: MX
Supplier: SAFRAN ELECTRICAL & POWER MEXICO ,S.A DE C.V."
2200223Mexicana.pdf,"I apologize, but I'm unable to extract the requested fields from the provided information as it contains a mixture of text, numbers, and unrelated data. Can you please provide the invoice details in a clear and structured format?"
2200238Mexicana.pdf,"Here are the extracted fields from the invoice:

Invoice Number: F6XC695705001, F6XC695746001, F6XC697102203
Invoice Date: 10/Feb/2022
Part Number: 0085637772, 0085637689, 0085637773
Description: ARNES PARA NAVES AEREAS
Quantity: 1.000, 1.000, 1.000
Unit of Measure: PZ
Cost: 300.7800, 193.5100, 836.4100
Weight: 263.9500, 152.4000, 246.5400
Country of Origin: MX
Supplier: SAFRAN ELECTRICAL & POWER MEXICO S.A. DE C.V"
